question_id,question_pair_id,question_family,language,question,answerable,evidence_count,review_status,validation_errors
Q-171,Q-071,features_security_maintenance_limitations,id,"Apakah RAXE500 bisa mengurangi gangguan dari Wi-Fi sekitar, dan apa kekurangannya?",True,1,auto_validated,[]
Q-172,Q-072,facts_specifications,id,Apa saja pilihan untuk menggabungkan dua port jaringan RAXE500?,True,1,auto_validated,[]
Q-173,Q-073,facts_specifications,id,Bagaimana cara membuat batas atau peringatan pemakaian data di RAXE500?,True,1,auto_validated,[]
Q-174,Q-074,setup_configuration,id,Bagaimana cara mengatur zona waktu dan penyesuaian daylight saving di RAXE500?,True,1,auto_validated,[]
Q-175,Q-075,features_security_maintenance_limitations,id,Bagaimana cara membagikan folder dari flash disk USB di RAXE500?,True,1,auto_validated,[]
Q-176,Q-076,features_security_maintenance_limitations,id,Bagaimana pengguna VPN di RAXE500 juga bisa memakai internet rumah?,True,1,auto_validated,[]
Q-177,Q-077,troubleshooting_diagnostics,id,Apa urutan yang benar untuk menyalakan ulang jaringan RAXE500?,True,1,auto_validated,[]
Q-178,Q-078,facts_specifications,id,Apa arti warna lampu satellite pada RBK852?,True,1,auto_validated,[]
Q-179,Q-079,facts_specifications,id,Bagaimana cara memilih jenis koneksi IPv6 yang tepat di RBK852?,True,1,auto_validated,[]
Q-180,Q-080,setup_configuration,id,Bagaimana cara mengatur koneksi IPv6 yang memakai login provider di RBK852?,True,1,auto_validated,[]
Q-181,Q-081,features_security_maintenance_limitations,id,Bagaimana RBK852 bisa mengirim email tentang kejadian keamanan?,True,1,auto_validated,[]
Q-182,Q-082,setup_configuration,id,Apa yang diperlukan untuk menghubungkan dua jalur antara modem dan RBR860?,True,1,auto_validated,[]
Q-183,Q-083,features_security_maintenance_limitations,id,Bagaimana cara memberi tahu RBK852 agar mengirim data ke jaringan lokal lain?,True,1,auto_validated,[]
Q-184,Q-084,facts_specifications,id,Bagaimana cara memeriksa kecepatan internet dari RBK852?,True,1,auto_validated,[]
Q-185,Q-085,features_security_maintenance_limitations,id,Bagaimana cara mencegah pengguna VPN di RBK852 memakai internet rumah?,True,1,auto_validated,[]
Q-186,Q-086,features_security_maintenance_limitations,id,Bagaimana cara membuat koneksi dari luar menjangkau server di jaringan RBK852?,True,1,auto_validated,[]
Q-187,Q-087,troubleshooting_diagnostics,id,Apa urutan menyalakan ulang RBK852 yang benar?,True,1,auto_validated,[]
Q-188,Q-088,troubleshooting_diagnostics,id,Bagaimana cara menguji jalur dari komputer melalui RBK852 ke alamat lain?,True,1,auto_validated,[]
Q-189,Q-089,facts_specifications,id,Apa saja isi paket XR500?,True,1,auto_validated,[]
Q-190,Q-090,setup_configuration,id,Bagaimana cara mengatur XR500 jika provider internet tidak meminta login?,True,1,auto_validated,[]
Q-191,Q-091,features_security_maintenance_limitations,id,Bagaimana XR500 membantu ketika satu perangkat memakai internet terlalu banyak?,True,1,auto_validated,[]
Q-192,Q-092,features_security_maintenance_limitations,id,Bagaimana XR500 membantu mengurangi lag saat jaringan sedang sibuk?,True,1,auto_validated,[]
Q-193,Q-093,features_security_maintenance_limitations,id,Bagaimana cara mengubah alamat lokal yang sudah dicadangkan di XR500?,True,1,auto_validated,[]
Q-194,Q-094,features_security_maintenance_limitations,id,Apa yang diperlukan untuk keamanan Wi-Fi gaya kantor di XR500?,True,1,auto_validated,[]
Q-195,Q-095,features_security_maintenance_limitations,id,Bagaimana cara mengizinkan hanya perangkat USB yang disetujui di XR500?,True,1,auto_validated,[]
Q-196,Q-096,features_security_maintenance_limitations,id,Bagaimana cara membagikan penyimpanan USB XR500 melalui internet?,True,1,auto_validated,[]
Q-197,Q-097,features_security_maintenance_limitations,id,Bagaimana cara membuka file USB XR500 dari komputer lain?,True,1,auto_validated,[]
Q-198,Q-098,features_security_maintenance_limitations,id,Bagaimana cara memakai layanan VPN XR500 di Android?,True,1,auto_validated,[]
Q-199,Q-099,features_security_maintenance_limitations,id,Apa yang perlu disiapkan sebelum memakai XR500 dengan VPN komersial?,True,1,auto_validated,[]
Q-200,Q-100,features_security_maintenance_limitations,id,Bagaimana cara membuat game atau aplikasi bisa terhubung melalui XR500?,True,1,auto_validated,[]
